city,name,zip,address2,hours,state,location,address,services,type,id
Jacksonville,Saint Johns,32246,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,FL,"{u'lat': 30.2532, u'lon': -81.5341}",4873 Town Center Pkwy,"[u'Windows Store', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Samsung Experience', u'LG Experience ', u'Electronics Recycling', u'Car & GPS Installation Services']",BigBox,1790
Branson,Branson,65616-7470,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 10-8,MO,"{u'lat': 36.6656, u'lon': -93.22401}",977 Branson Hills Pkwy,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Samsung Experience Shop', u'Car & GPS Installation Services']",BigBox,1793
Selinsgrove,Selinsgrove,17870,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,PA,"{u'lat': 40.85029, u'lon': -76.84151}",110 Marketplace Blvd,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Samsung Experience Shop', u'Car & GPS Installation Services']",BigBox,1794
Benton,Benton-Bryant,72015,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 10-8,AR,"{u'lat': 34.60594, u'lon': -92.531}",20815 Interstate 30 S,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Samsung Experience Shop', u'Car & GPS Installation Services']",BigBox,1797
Triadelphia,Wheeling,26059,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,WV,"{u'lat': 40.06912, u'lon': -80.56775}",150 Satterfield Dr,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Samsung Experience Shop', u'Car & GPS Installation Services']",BigBox,1798
Culver City,Culver City,90232,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,CA,"{u'lat': 34.016224, u'lon': -118.40641}",10799 Washington Blvd,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Windows Store', u'Magnolia Home Theater', u'Samsung Experience', u'LG Experience ', u'Sony Experience ', u'Car & GPS Installation Services']",BigBox,179
Sioux Falls,Sioux Falls,57105,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 9-9; Sat: 9-9; Sun: 10-8,SD,"{u'lat': 43.514053, u'lon': -96.753349}",2101 W 41st St Ste 3,"[u'Windows Store', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Samsung Experience', u'LG Experience ', u'Sony Experience ', u'Car & GPS Installation Services']",BigBox,17
Hot Springs,Hot Springs,71913,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,AR,"{u'lat': 34.46667, u'lon': -93.07271}",1462 Higdon Ferry Rd,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Samsung Experience Shop', u'Car & GPS Installation Services']",BigBox,1800
Frisco,Frisco,75034,Ste 200,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-10; Sat: 10-10; Sun: 11-8,TX,"{u'lat': 33.108253, u'lon': -96.807182}",3333 Preston Rd,"[u'Windows Store', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Pacific Kitchen & Home', u'Electronics Recycling', u'Camera Experience Shop ', u'Apple Shop', u'Samsung Experience', u'LG Experience ', u'Magnolia Design Center ', u'Car & GPS Installation Services']",BigBox,180
Selma, Forum,78154,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,TX,"{u'lat': 29.567665, u'lon': -98.328705}",8210 Agora Pkwy,"[u'Windows Store', u'Geek Squad Solution Central', u'Pacific Kitchen & Home', u'Best Buy Mobile', u'Geek Squad Services', u'Best Buy For Business', u'Apple Shop', u'Magnolia Home Theater', u'Electronics Recycling', u'Samsung Experience', u'LG Experience ', u'Car & GPS Installation Services', u'Hablamos Espa\xf1ol']",BigBox,181
Killeen,Killeen,76543,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,TX,"{u'lat': 31.086962, u'lon': -97.708664}",3209 E Central Texas Expy,"[u'Windows Store', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Samsung Experience', u'Sony Experience ', u'Car & GPS Installation Services', u'Hablamos Espa\xf1ol']",BigBox,182
Los Angeles,Atwater Village,90039,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,CA,"{u'lat': 34.126701, u'lon': -118.26443}",2909 Los Feliz Blvd,"[u'Windows Store', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Pacific Sales Kitchen & Home', u'Magnolia Home Theater', u'Samsung Experience', u'LG Experience ', u'Sony Experience ', u'Car & GPS Installation Services']",BigBox,183
El Cajon,El Cajon,92020,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,CA,"{u'lat': 32.806068, u'lon': -116.96259}",149 Fletcher Pkwy,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Windows Store', u'Samsung Experience', u'Sony Experience ', u'Car & GPS Installation Services', u'Hablamos Espa\xf1ol']",BigBox,184
San Francisco,San Francisco (13th and Harrison St.),94103,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,CA,"{u'lat': 37.768921, u'lon': -122.4116}",1717 Harrison Street,"[u'Windows Store', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Camera Experience Shop ', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Pacific Kitchen & Home', u'Samsung Experience', u'LG Experience ', u'Sony Experience ', u'Magnolia Design Center ']",BigBox,187
Brooklyn,Gateway Brooklyn,11239,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-10; Sat: 10-10; Sun: 11-8,NY,"{u'lat': 40.65451, u'lon': -73.87256}",369 Gateway Drive,"[u'Geek Squad Services', u'Windows Store', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Samsung Experience', u'LG Experience ', u'Car & GPS Installation Services', u'Hablamos Espa\xf1ol']",BigBox,1886
Laredo,Laredo North,78045,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,TX,"{u'lat': 27.6083367, u'lon': -99.471161}",2455 Monarch Dr,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Samsung Experience Shop', u'Hablamos Espa\xf1ol', u'Car & GPS Installation Services', u'Windows Store']",BigBox,1888
Waxahachie,Waxahachie,75165,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-10; Sat: 10-10; Sun: 11-8,TX,"{u'lat': 32.42337, u'lon': -96.84101}",1168 Hwy 287,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Samsung Experience Shop', u'Car & GPS Installation Services']",BigBox,1889
Chula Vista,Chula Vista,91910,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 10-8,CA,"{u'lat': 32.651306, u'lon': -117.09515}",59 N Broadway,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Windows Store', u'Samsung Experience', u'LG Experience ', u'Sony Experience ', u'Pacific Sales Kitchen & Home', u'Car & GPS Installation Services', u'Hablamos Espa\xf1ol']",BigBox,188
Oshkosh,Oshkosh,54902,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 10-8,WI,"{u'lat': 44.00427, u'lon': -88.57936}",1550 S Koeller St,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Samsung Experience Shop', u'Car & GPS Installation Services']",BigBox,1890
Bronx,Fordham Road,10458,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,NY,"{u'lat': 40.8613, u'lon': -73.89129}",402 E. Fordham Rd,"[u'Windows Store', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Samsung Experience', u'Electronics Recycling', u'Hablamos Espa\xf1ol']",BigBox,1891
Wilson,Wilson,27896,Suite 5D,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,NC,"{u'lat': 35.74753, u'lon': -77.96541}",3401 Raleigh Rd Parkway,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Samsung Experience Shop', u'Car & GPS Installation Services']",BigBox,1892
Kingsport,Kingsport,37660,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,TN,"{u'lat': 36.5516407, u'lon': -82.4897857}",2716 East Stone Drive,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Samsung Experience Shop', u'Car & GPS Installation Services']",BigBox,1894
Eatontown,Eatontown,07724,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,NJ,"{u'lat': 40.2908597, u'lon': -74.0503975}",50 State Route 36,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Windows Store', u'Samsung Experience', u'Magnolia Home Theater', u'Car & GPS Installation Services']",BigBox,1895
San Bruno,San Bruno,94066,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,CA,"{u'lat': 37.63941, u'lon': -122.42018}",1250 El Camino Real,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Samsung Experience Shop', u'Hablamos Espa\xf1ol', u'Windows Store']",BigBox,1896
Manchester,Manchester,63011,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,MO,"{u'lat': 38.594, u'lon': -90.507}",151 Highlands Blvd Dr,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Windows Store', u'Samsung Experience', u'LG Experience ', u'Car & GPS Installation Services', u'Magnolia Home Theater']",BigBox,1897
Onalaska,La Crosse,54650,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 10-8,WI,"{u'lat': 43.875668, u'lon': -91.190895}",9420 State Road 16,"[u'Windows Store', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Best Buy Marine Powered by Geek Squad', u'Samsung Experience', u'Car & GPS Installation Services']",BigBox,18
Raleigh,Crabtree,27612,#2015,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12-7,NC,"{u'lat': 35.839319, u'lon': -78.675951}",4325 Glenwood Ave,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling', u'Hablamos Espa\xf1ol']",Mobile,1900
Cary,Cary Towne Center,27511,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12-6,NC,"{u'lat': 35.771285, u'lon': -78.762892}",1105 Walnut Street,"[u'Best Buy Mobile Specialty Store', u'Best Buy For Business', u'Electronics Recycling', u'Hablamos Espa\xf1ol']",Mobile,1903
El Cajon,Parkway Plaza,92020,#Y1,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-7,CA,"{u'lat': 32.804749, u'lon': -116.967685}",415 Parkway Plaza,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling', u'Samsung Experience Shop']",Mobile,1904
Valencia,Valencia Town Center,91355,#2019,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-6,CA,"{u'lat': 34.414004, u'lon': -118.552652}",24201 West Valencia Blvd,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Samsung Experience Shop']",Mobile,1905
New York,Union Square,10003,,Mon: 9-9; Tue: 9-9; Wed: 9-9; Thurs: 9-9; Fri: 9-9; Sat: 9-9; Sun: 9-8,NY,"{u'lat': 40.73445, u'lon': -73.9899}",2 Union Square,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,1906
New York,Times Square,10019,,Mon: 9-9; Tue: 9-9; Wed: 9-9; Thurs: 9-9; Fri: 9-9; Sat: 10-7; Sun: 10-7,NY,"{u'lat': 40.76078, u'lon': -73.983487}",750 Seventh Ave,"[u'Best Buy Mobile Specialty Store', u'Best Buy For Business', u'Electronics Recycling']",Mobile,1908
San Jose,Blossom Hill,95118,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,CA,"{u'lat': 37.25631, u'lon': -121.87753}",5065 Almaden Expy,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Pacific Sales Kitchen & Home', u'Windows Store', u'Electronics Recycling', u'Samsung Experience', u'LG Experience ', u'Sony Experience ', u'Magnolia Design Center ', u'Hablamos Espa\xf1ol', u'Car & GPS Installation Services']",BigBox,190
Indianapolis,Castleton Square,46250,#410C,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-6,IN,"{u'lat': 39.907886, u'lon': -86.061677}",6020 East 82nd Street,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling', u'Hablamos Espa\xf1ol']",Mobile,1910
Asheville,Asheville Mall,28805,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12-6,NC,"{u'lat': 35.58147, u'lon': -82.523964}",3 South Tunnel Road,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,1912
Myrtle Beach,Myrtle Beach,29577,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12-6,SC,"{u'lat': 33.700501, u'lon': -78.922405}",2000 Coastal Grand Circle,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling', u'Hablamos Espa\xf1ol']",Mobile,1914
Charleston,Northwoods Mall,29406,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12-6,SC,"{u'lat': 32.94358, u'lon': -80.041588}",2150 Northwoods Blvd,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,1915
Raleigh,Triangle Town Center,27616,Suite 1018,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12-6,NC,"{u'lat': 35.864931, u'lon': -78.571493}",5959 Triangle Town Blvd,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,1916
Spartanburg,Spartanburg Westgate,29301,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12-6,SC,"{u'lat': 34.939526, u'lon': -81.9949}",205 West Blackstock Rd,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,1917
Salisbury,The Centre at Salisbury,21801,#K107,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-6,MD,"{u'lat': 38.401924, u'lon': -75.569822}",2300 N. Salisbury Blvd,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,1918
Exton,Exton Square,19341,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-6,PA,"{u'lat': 40.030088, u'lon': -75.62331}",260 Exton Square Parkway,"[u'Best Buy Mobile Specialty Store', u'Best Buy For Business', u'Electronics Recycling']",Mobile,1919
Chico,Chico,95928,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,CA,"{u'lat': 39.726875, u'lon': -121.79893}",2005 Forest Ave,"[u'Geek Squad Services', u'Best Buy Mobile', u'Apple Shop', u'Car & GPS Installation Services', u'Windows Store', u'Electronics Recycling', u'Best Buy Marine Powered by Geek Squad', u'Samsung Experience', u'LG Experience ', u'Best Buy For Business']",BigBox,191
Athens,Georgia Square Mall,30606,#100,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12-6,GA,"{u'lat': 33.947344, u'lon': -83.425456}",3700 Atlanta Highway,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,1920
Vernon Hills,Hawthorn Mall,60061,#526,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-6,IL,"{u'lat': 42.243053, u'lon': -87.946287}",122 Hawthorn Center,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,1922
Lithonia,Mall at Stonecrest,30038,#2370,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12-6,GA,"{u'lat': 33.698426, u'lon': -84.088812}",2929 Turner Hill Road,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,1923
Buford,Mall of Georgia,30519,#1006,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12-6,GA,"{u'lat': 34.071252, u'lon': -83.984258}",3333 Buford Drive,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,1924
Moorestown,Moorestown Mall,08057,#1310,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-6,NJ,"{u'lat': 39.943279, u'lon': -74.963355}",400 W Route 38,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,1926
Bensalem,Neshaminy Mall,19020,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-6,PA,"{u'lat': 40.136828, u'lon': -74.954257}",505 Neshaminy Mall,"[u'Best Buy Mobile Specialty Store', u'Best Buy For Business', u'Electronics Recycling']",Mobile,1927
Manchester,The Shoppes at Buckland Hills,06042,#1022,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12-6,CT,"{u'lat': 41.807238, u'lon': -72.545579}",194 Buckland Hills Drive,"[u'Best Buy Mobile Specialty Store', u'Best Buy For Business', u'Electronics Recycling']",Mobile,1928
Silver Spring,Wheaton,20902,,Mon: 10-9:30; Tue: 10-9:30; Wed: 10-9:30; Thurs: 10-9:30; Fri: 10-9:30; Sat: 10-9:30; Sun: 11-7,MD,"{u'lat': 39.03819, u'lon': -77.052715}",11160 Veirs Mill Road,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,1929
Santa Maria,Santa Maria,93455,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,CA,"{u'lat': 34.917507, u'lon': -120.41866}",2326 S Bradley Rd,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Windows Store', u'Samsung Experience', u'Car & GPS Installation Services']",BigBox,192
Annapolis,Annapolis,21401,#113,Mon: 10-9:30; Tue: 10-9:30; Wed: 10-9:30; Thurs: 10-9:30; Fri: 10-9:30; Sat: 10-9:30; Sun: 11-7,MD,"{u'lat': 38.991343, u'lon': -76.547369}",2002 Annapolis Mall,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,1931
Bethesda,Westfield Montgomery,20817,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-6,MD,"{u'lat': 39.023301, u'lon': -77.148603}",7101 Democracy Blvd,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,1932
Meriden,Meriden Mall,06451,#23,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-6,CT,"{u'lat': 41.551655, u'lon': -72.809158}",470 Lewis Avenue,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,1934
Paramus,Garden State Plaza,07652,#B01C,Mon: 10-9:30; Tue: 10-9:30; Wed: 10-9:30; Thurs: 10-9:30; Fri: 10-9:30; Sat: 10-9:30,NJ,"{u'lat': 40.915751, u'lon': -74.073868}",1 Garden State Plaza,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,1936
Milford,Connecticut Post,06460,#2421,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-6,CT,"{u'lat': 41.236965, u'lon': -73.038087}",1201 Boston Post Road,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,1938
Olathe,Olathe,66062,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,KS,"{u'lat': 38.914909, u'lon': -94.767082}",11750 S Strang Line Rd,"[u'Windows Store', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Samsung Experience Shop', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Car & GPS Installation Services', u'Magnolia Home Theater']",BigBox,193
Massapequa,Sunrise Mall,11758,#2090,Mon: 10-9:30; Tue: 10-9:30; Wed: 10-9:30; Thurs: 10-9:30; Fri: 10-9:30; Sat: 10-9:30; Sun: 11-6,NY,"{u'lat': 40.679252, u'lon': -73.436827}",One Sunrise Mall,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,1940
Merrillville,Southlake Mall,46410,#234,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-6,IN,"{u'lat': 41.468893, u'lon': -87.306108}",2109 Southlake Mall,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,1945
Whitehall,Lehigh Valley Mall,18052,#2081A,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-6,PA,"{u'lat': 40.630214, u'lon': -75.48306}",236 Lehigh Valley Mall,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,1946
Fort Worth,Hulen Mall,76132,#2605,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12-6,TX,"{u'lat': 32.679303, u'lon': -97.399685}",4800 South Hulen Street,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,1950
Arlington,Parks at Arlington,76015,#2050,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12-6,TX,"{u'lat': 32.68012, u'lon': -97.129091}",3811 South Cooper Street,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,1951
Eden Prairie,Eden Prairie Center,55344-5306,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-6,MN,"{u'lat': 44.85472, u'lon': -93.42924}",8251 Flying Cloud Drive,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,1952
Mesquite,Town East Mall,75150,#2220,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12-6,TX,"{u'lat': 32.808603, u'lon': -96.626379}",2063 Town East Mall,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,1953
